annual_income,debt_to_income,credit_score,employment_years,loan_amount_requested,loan_purpose_consol,loan_purpose_home,zip_income_index,employer_size_score,education_score,label_approved
20276.0,0.219,692.0,3.4,19718.0,0,1,0.742,64.6,60.2,1
85260.0,0.299,739.0,3.4,1000.0,1,0,0.595,32.7,81.7,0
140321.0,0.189,637.0,0.0,26368.0,1,0,0.579,51.8,39.2,1
23614.0,0.387,501.0,8.3,11990.0,1,0,0.728,38.8,29.9,0
69388.0,0.344,757.0,1.9,20521.0,1,0,0.528,32.3,81.0,1
99541.0,0.417,556.0,9.4,22617.0,1,0,1.0,44.9,39.0,1
102151.0,0.286,813.0,6.3,1301.0,1,0,0.507,69.3,91.2,1
45285.0,0.148,678.0,6.5,18418.0,0,1,0.295,64.9,65.6,1
121013.0,0.432,742.0,16.6,12576.0,0,1,0.535,48.1,51.3,1
57228.0,0.16,740.0,0.0,8606.0,0,0,0.7,38.4,62.7,1
55510.0,0.392,659.0,5.2,3411.0,0,1,0.499,22.5,50.1,1
18000.0,0.191,605.0,6.6,36334.0,0,0,0.456,44.7,69.2,1
73752.0,0.218,820.0,7.7,19434.0,0,1,0.661,40.7,60.7,1
118949.0,0.333,613.0,13.5,23816.0,0,1,0.659,53.9,30.8,1
62053.0,0.231,667.0,4.8,10747.0,1,0,0.614,55.0,51.3,1
53659.0,0.172,695.0,4.7,6760.0,0,0,0.291,38.2,76.7,1
71614.0,0.461,678.0,8.3,9738.0,1,0,0.591,9.7,58.8,1
60968.0,0.371,687.0,13.4,16708.0,0,0,0.54,12.1,58.9,0
69675.0,0.316,638.0,0.0,12429.0,0,1,0.67,50.4,23.6,0
53083.0,0.402,635.0,10.8,22496.0,0,0,0.203,77.9,50.3,1
91496.0,0.269,619.0,0.0,20418.0,1,0,0.572,30.7,28.0,0
25331.0,0.445,618.0,0.0,39393.0,0,1,0.784,21.8,5.4,1
38890.0,0.467,728.0,0.0,16031.0,1,0,0.641,37.0,48.7,1
62141.0,0.33,808.0,15.8,23253.0,0,1,0.678,36.8,87.2,1
88928.0,0.517,820.0,9.0,28984.0,1,0,0.52,9.2,100.0,1
81183.0,0.498,772.0,0.0,11046.0,0,1,0.328,35.4,54.1,1
65047.0,0.292,603.0,8.7,13318.0,1,0,0.32,58.0,48.6,0
96080.0,0.341,697.0,4.1,19305.0,0,0,0.549,29.9,63.7,1
82821.0,0.206,577.0,9.3,15890.0,0,1,0.903,25.9,95.2,0
18000.0,0.33,560.0,1.6,17820.0,0,1,0.299,43.3,52.9,0
46562.0,0.303,542.0,5.4,30095.0,1,0,0.154,66.0,36.5,0
52913.0,0.308,660.0,7.2,6713.0,1,0,0.289,76.5,61.2,0
33147.0,0.262,650.0,15.1,20476.0,0,0,0.419,22.9,58.8,0
80109.0,0.312,574.0,4.2,19327.0,1,0,0.364,59.4,59.2,1
98925.0,0.342,625.0,0.1,15338.0,0,0,0.764,73.1,30.0,1
51173.0,0.273,723.0,16.3,26181.0,0,1,0.338,17.9,52.7,0
24386.0,0.358,613.0,9.1,14547.0,0,0,0.573,48.2,87.1,1
84423.0,0.257,499.0,10.9,26750.0,1,0,0.484,28.0,51.8,1
66909.0,0.463,566.0,12.9,29910.0,0,0,0.724,89.7,51.3,1
60653.0,0.3,722.0,10.3,4169.0,0,0,0.635,18.4,69.6,1
71650.0,0.22,673.0,2.1,7894.0,0,1,0.154,72.2,38.1,0
61531.0,0.28,706.0,11.0,22553.0,1,0,0.549,26.1,53.7,1
82546.0,0.121,633.0,10.1,23100.0,1,0,0.82,11.0,15.3,1
58495.0,0.305,528.0,8.2,41894.0,0,0,0.362,72.1,53.7,0
62376.0,0.241,708.0,1.8,32099.0,0,1,0.647,38.0,76.1,1
125631.0,0.28,820.0,8.0,18820.0,1,0,0.634,50.7,35.3,1
97778.0,0.221,698.0,1.3,11872.0,0,0,0.703,58.8,33.3,1
106900.0,0.431,669.0,8.4,8774.0,1,0,0.547,62.3,54.8,0
86761.0,0.518,713.0,7.4,12477.0,1,0,0.372,91.4,22.5,1
108451.0,0.322,648.0,10.3,25526.0,0,1,0.585,55.0,49.5,1
78224.0,0.267,603.0,1.2,18587.0,1,0,0.743,47.3,44.6,1
40299.0,0.097,689.0,1.3,40060.0,0,1,0.44,34.7,100.0,1
69942.0,0.314,585.0,0.4,12825.0,0,1,0.615,76.9,55.3,1
56143.0,0.263,776.0,1.9,8756.0,0,1,0.55,88.7,72.5,1
56929.0,0.193,771.0,8.1,6506.0,1,0,0.583,13.4,64.0,1
61894.0,0.113,614.0,2.1,44309.0,1,0,0.453,36.5,64.6,1
34213.0,0.674,732.0,8.5,33372.0,1,0,0.606,20.7,100.0,0
82952.0,0.389,683.0,8.6,37938.0,1,0,0.687,65.1,60.4,0
34687.0,0.352,725.0,7.6,25523.0,0,1,0.381,99.2,13.2,0
46220.0,0.35,709.0,2.8,1896.0,1,0,0.869,54.1,59.9,1
74387.0,0.379,654.0,0.0,40137.0,0,1,0.398,32.7,17.1,0
18000.0,0.298,560.0,10.5,16442.0,1,0,0.539,87.0,74.1,0
104826.0,0.204,616.0,2.6,27444.0,1,0,0.769,39.9,30.3,1
81529.0,0.186,618.0,1.9,17793.0,0,1,0.317,70.2,80.9,1
42690.0,0.423,669.0,4.8,26657.0,1,0,0.782,64.6,39.7,0
18000.0,0.371,596.0,7.5,17343.0,1,0,0.81,89.3,59.1,1
66362.0,0.185,753.0,7.6,1000.0,1,0,0.837,45.2,50.0,1
67500.0,0.199,705.0,9.3,13432.0,0,0,0.275,8.0,19.4,0
95999.0,0.348,629.0,3.7,1000.0,1,0,0.544,50.1,59.8,0
65118.0,0.244,787.0,0.0,10822.0,1,0,0.189,59.3,47.3,1
68915.0,0.318,677.0,13.0,20621.0,0,0,0.473,40.0,57.8,1
138522.0,0.392,624.0,7.0,38574.0,0,1,0.496,10.8,65.2,0
139106.0,0.287,715.0,2.5,23895.0,0,0,0.843,66.4,45.6,1
83698.0,0.294,601.0,13.8,23250.0,0,1,0.545,24.9,20.2,1
58469.0,0.413,754.0,1.3,37251.0,1,0,0.656,55.0,26.8,1
50446.0,0.135,695.0,13.9,19050.0,1,0,0.162,73.8,18.2,1
119491.0,0.4,735.0,13.7,24023.0,0,0,0.689,33.0,74.2,1
46775.0,0.319,673.0,9.5,6963.0,1,0,0.382,8.5,81.6,0
47946.0,0.309,798.0,10.7,1000.0,1,0,0.907,60.5,55.7,1
49147.0,0.239,633.0,5.7,23204.0,0,1,0.388,52.3,64.0,0
82063.0,0.419,714.0,4.6,38941.0,1,0,0.465,54.5,61.0,1
38242.0,0.298,715.0,1.5,25466.0,0,0,0.853,64.4,33.6,0
95832.0,0.576,820.0,6.0,23553.0,1,0,0.563,5.7,68.7,0
76590.0,0.299,619.0,4.9,22654.0,1,0,0.571,48.6,41.4,0
71840.0,0.545,694.0,3.4,13023.0,0,1,0.839,30.6,18.6,1
126721.0,0.269,658.0,4.5,10856.0,1,0,0.963,45.3,73.8,1
48914.0,0.3,787.0,10.7,32590.0,1,0,0.46,55.1,64.4,1
61190.0,0.239,653.0,8.2,44603.0,0,0,0.755,66.2,30.2,1
56948.0,0.319,694.0,0.0,36844.0,1,0,1.0,51.8,88.0,1
58213.0,0.502,743.0,0.1,30690.0,1,0,0.641,10.4,54.6,0
85237.0,0.435,699.0,17.8,36229.0,1,0,0.578,41.1,60.6,1
43515.0,0.29,820.0,6.2,34186.0,1,0,0.493,48.9,69.7,1
95668.0,0.407,708.0,5.7,11517.0,0,0,0.457,19.0,33.2,0
115331.0,0.332,617.0,2.6,36275.0,1,0,0.774,65.4,62.7,1
81536.0,0.277,725.0,12.3,30418.0,0,1,0.525,50.1,84.3,1
18000.0,0.14,698.0,0.0,10418.0,1,0,0.873,45.2,91.3,1
39464.0,0.278,588.0,3.0,1928.0,1,0,0.535,81.1,59.6,1
97945.0,0.35,735.0,4.4,12879.0,0,1,0.0,74.5,73.0,1
81289.0,0.289,617.0,7.1,30861.0,0,0,0.693,64.2,83.9,1
18000.0,0.4,676.0,4.7,10845.0,0,1,0.573,56.6,66.8,1
82815.0,0.392,550.0,11.9,26941.0,1,0,0.751,13.3,53.3,0
58986.0,0.182,700.0,1.4,11624.0,1,0,0.422,40.6,54.1,1
106177.0,0.363,628.0,0.0,13471.0,0,0,0.857,62.1,56.3,1
44392.0,0.307,664.0,9.0,21781.0,1,0,0.775,65.2,53.8,1
35401.0,0.327,748.0,9.7,22503.0,0,1,0.438,60.9,28.5,1
85457.0,0.418,820.0,7.3,39787.0,0,1,0.62,27.4,37.7,1
79635.0,0.277,672.0,0.0,38348.0,0,1,0.736,43.7,53.1,0
67329.0,0.28,687.0,1.9,17962.0,0,1,0.875,84.4,76.9,1
62547.0,0.381,712.0,0.3,19389.0,0,0,0.482,39.0,88.9,1
81348.0,0.276,805.0,0.0,34495.0,1,0,0.382,31.3,55.1,1
96561.0,0.422,622.0,7.9,28449.0,0,1,0.55,57.3,28.7,1
20835.0,0.317,692.0,1.8,29932.0,1,0,0.469,37.5,59.7,0
58725.0,0.235,623.0,7.3,27043.0,1,0,0.638,83.7,47.2,0
80750.0,0.197,653.0,0.0,59250.0,1,0,0.505,54.8,18.3,1
44590.0,0.201,636.0,0.7,42752.0,1,0,0.811,59.1,63.8,1
91523.0,0.538,669.0,12.1,23373.0,0,0,0.206,28.4,57.0,0
45655.0,0.322,657.0,6.4,39423.0,1,0,0.681,43.8,44.9,0
27983.0,0.285,650.0,6.3,26924.0,1,0,0.788,61.3,67.2,1
70793.0,0.297,643.0,8.0,20291.0,0,0,0.412,0.0,82.1,1
66546.0,0.253,728.0,3.6,27427.0,0,0,0.529,53.9,58.8,1
152790.0,0.501,763.0,10.6,22485.0,1,0,0.748,4.8,38.8,1
70817.0,0.288,738.0,10.2,16519.0,0,1,0.338,77.8,30.3,1
74627.0,0.167,715.0,5.4,27190.0,0,1,0.541,23.8,67.2,1
80098.0,0.193,674.0,1.6,19418.0,0,0,0.519,75.5,65.2,1
84532.0,0.272,622.0,9.2,8302.0,1,0,0.972,24.0,93.8,1
108746.0,0.149,682.0,11.1,4856.0,0,1,0.633,29.2,20.1,1
50687.0,0.273,735.0,0.0,44061.0,0,0,0.555,18.1,28.7,1
96275.0,0.233,740.0,14.4,15923.0,1,0,0.627,65.4,35.1,1
58488.0,0.304,781.0,8.4,26373.0,1,0,0.539,81.8,63.0,1
32716.0,0.253,683.0,8.7,36986.0,0,0,0.887,38.4,89.9,1
50743.0,0.368,714.0,0.0,37862.0,1,0,0.386,19.4,25.3,1
60782.0,0.328,766.0,10.1,26278.0,0,0,0.5,73.9,75.0,1
108962.0,0.274,716.0,4.3,15801.0,1,0,0.543,28.2,47.6,1
107594.0,0.209,697.0,6.8,23090.0,0,1,0.721,38.5,43.5,1
26120.0,0.278,707.0,22.5,20945.0,0,1,0.548,37.6,58.4,1
40106.0,0.531,692.0,10.7,17097.0,0,0,0.762,31.7,50.2,0
83339.0,0.247,638.0,4.8,16227.0,1,0,0.21,46.0,57.7,1
77698.0,0.281,668.0,4.1,21043.0,0,1,0.637,54.2,96.5,1
37993.0,0.19,640.0,0.4,29554.0,1,0,0.612,51.3,45.9,1
86880.0,0.182,660.0,11.5,16057.0,1,0,0.967,74.3,52.2,1
40974.0,0.242,545.0,19.0,22044.0,1,0,0.607,60.1,36.4,1
51832.0,0.432,740.0,5.7,28151.0,0,1,0.417,63.5,68.2,1
67151.0,0.443,660.0,3.9,14673.0,1,0,0.177,74.5,23.6,0
80467.0,0.329,709.0,9.5,18833.0,1,0,0.601,50.9,72.0,1
47223.0,0.255,645.0,9.2,35991.0,0,1,0.396,71.5,37.6,1
76802.0,0.255,576.0,16.5,9598.0,0,1,0.795,78.8,25.1,1
38715.0,0.395,687.0,4.1,21709.0,1,0,0.501,52.1,67.7,1
113848.0,0.207,656.0,7.4,14553.0,0,1,0.758,44.4,61.2,1
107886.0,0.334,659.0,0.9,1535.0,1,0,0.591,31.0,57.6,1
58833.0,0.399,623.0,3.8,18200.0,0,1,0.812,67.0,70.7,1
121825.0,0.381,736.0,3.7,6654.0,0,1,0.523,22.0,40.9,1
76091.0,0.331,717.0,2.9,27392.0,1,0,0.237,35.8,39.0,1
69661.0,0.348,571.0,1.5,9418.0,0,0,0.469,55.6,41.3,0
61791.0,0.224,758.0,10.3,11425.0,0,0,0.679,27.9,57.9,1
45550.0,0.294,556.0,8.4,18762.0,0,1,0.386,37.1,26.1,0
38013.0,0.344,563.0,0.8,18416.0,0,0,0.565,81.8,41.4,1
68225.0,0.263,671.0,18.5,31060.0,0,0,0.327,61.6,61.7,1
101046.0,0.286,694.0,9.3,17820.0,1,0,0.48,71.3,67.1,0
93378.0,0.439,717.0,2.9,9691.0,0,0,0.628,43.7,76.7,0
73652.0,0.461,597.0,17.0,32388.0,0,0,0.769,40.0,63.1,0
103099.0,0.216,712.0,6.9,6267.0,0,1,0.724,46.0,40.0,1
74650.0,0.314,715.0,15.3,7426.0,0,1,0.613,38.8,63.5,1
90392.0,0.208,713.0,9.8,1699.0,0,0,0.538,31.8,66.7,1
38148.0,0.224,788.0,9.5,28547.0,1,0,0.516,37.8,71.4,1
59487.0,0.312,710.0,6.9,12669.0,0,1,0.768,56.0,47.5,1
92066.0,0.217,630.0,9.3,31703.0,1,0,0.722,33.8,36.6,0
80516.0,0.357,620.0,7.1,25440.0,1,0,0.59,38.4,65.0,0
35000.0,0.185,723.0,7.5,12355.0,0,0,0.621,19.2,67.4,1
98924.0,0.383,609.0,1.7,1000.0,1,0,0.739,53.8,73.9,1
76247.0,0.215,621.0,14.4,5387.0,0,1,0.577,68.4,66.8,1
58620.0,0.345,667.0,14.3,1141.0,0,1,0.501,18.8,43.7,1
99004.0,0.374,732.0,3.3,32976.0,1,0,0.633,51.0,69.4,0
87210.0,0.152,683.0,6.5,6302.0,0,0,0.459,79.6,75.4,1
75289.0,0.374,651.0,5.7,5276.0,1,0,0.727,81.7,76.2,1
83980.0,0.264,739.0,9.1,10969.0,0,1,0.669,50.2,31.9,1
110543.0,0.219,709.0,4.7,1000.0,0,1,0.561,73.7,64.5,1
59120.0,0.475,717.0,10.0,11027.0,1,0,0.405,53.2,47.1,0
95426.0,0.391,780.0,5.5,13211.0,0,1,0.462,54.3,64.8,1
72116.0,0.34,635.0,13.5,28004.0,1,0,0.288,19.5,51.6,1
60228.0,0.27,666.0,4.8,1000.0,1,0,0.644,7.0,62.1,1
36155.0,0.365,649.0,0.0,17389.0,1,0,0.715,60.1,13.1,1
28402.0,0.285,753.0,2.5,18629.0,0,1,0.595,54.2,36.5,1
115400.0,0.101,628.0,8.3,6747.0,1,0,0.673,50.7,46.5,1
114415.0,0.334,628.0,2.9,11903.0,0,1,0.411,72.9,48.3,1
72663.0,0.188,675.0,5.9,14596.0,0,1,0.498,41.8,46.8,1
60186.0,0.185,704.0,0.0,27562.0,0,1,0.598,78.4,69.9,1
84209.0,0.401,679.0,3.7,23642.0,1,0,0.639,33.1,49.4,0
74546.0,0.361,701.0,6.3,8804.0,0,1,0.794,68.2,28.0,1
99179.0,0.354,642.0,0.7,1000.0,0,1,0.467,7.5,58.1,1
41194.0,0.391,631.0,5.4,37190.0,0,1,0.534,77.5,62.2,1
79603.0,0.269,613.0,9.6,7554.0,1,0,0.392,49.1,66.7,1
115000.0,0.278,727.0,0.0,20299.0,0,0,0.471,75.9,18.7,1
52274.0,0.4,632.0,9.2,14118.0,1,0,0.685,41.8,29.3,1
51943.0,0.268,724.0,0.0,1000.0,0,0,0.618,10.3,48.0,0
84928.0,0.254,629.0,9.2,27537.0,1,0,0.661,77.0,45.0,1
37864.0,0.387,653.0,12.9,21482.0,0,0,0.498,33.7,43.3,1
32886.0,0.368,773.0,0.0,7603.0,0,1,0.397,38.2,93.3,1
38081.0,0.226,676.0,0.0,24246.0,0,0,0.548,78.1,59.4,1
124260.0,0.36,680.0,9.6,5295.0,0,1,0.616,67.5,70.6,1
62944.0,0.409,749.0,5.0,29731.0,1,0,0.521,81.1,47.1,1
87792.0,0.289,782.0,8.1,25592.0,1,0,0.643,16.7,74.2,1
40818.0,0.416,678.0,0.1,22885.0,0,1,0.492,58.2,11.1,0
18000.0,0.198,626.0,10.4,18706.0,0,0,0.578,48.6,77.3,1
92657.0,0.446,559.0,9.3,11697.0,0,1,0.709,37.4,58.6,0
72902.0,0.336,720.0,6.6,11490.0,0,1,0.379,62.7,33.6,1
18000.0,0.317,624.0,2.4,24572.0,0,0,0.829,59.2,58.9,0
72204.0,0.177,701.0,16.1,27273.0,0,0,0.424,27.5,65.9,1
58613.0,0.259,741.0,0.2,31796.0,1,0,0.663,60.1,59.5,1
93984.0,0.345,624.0,0.0,43122.0,0,0,0.511,60.5,54.5,1
18000.0,0.279,709.0,3.5,11599.0,0,1,0.82,88.6,47.6,0
103844.0,0.209,702.0,2.9,23276.0,1,0,0.329,51.1,68.9,1
47037.0,0.13,651.0,7.8,4755.0,1,0,0.599,62.0,70.9,0
71325.0,0.199,550.0,4.2,34248.0,0,0,0.508,59.9,49.3,1
78797.0,0.415,604.0,13.4,24204.0,1,0,0.443,29.7,91.8,1
60608.0,0.366,640.0,1.4,16551.0,0,0,0.291,48.5,88.8,1
75932.0,0.441,768.0,0.0,1000.0,1,0,0.374,45.4,40.9,1
51967.0,0.174,673.0,2.2,5992.0,1,0,0.444,60.4,62.3,0
59235.0,0.242,737.0,6.0,29906.0,0,1,0.412,74.9,29.3,1
88583.0,0.367,629.0,5.9,4199.0,1,0,0.343,61.2,31.5,0
45320.0,0.455,690.0,10.0,18582.0,1,0,0.923,73.7,30.7,1
45272.0,0.321,736.0,8.4,47396.0,0,0,0.392,51.1,49.2,0
90802.0,0.335,769.0,10.3,28392.0,0,0,0.533,42.2,25.4,1
112453.0,0.208,765.0,2.8,18401.0,0,1,0.418,60.5,43.9,1
76829.0,0.255,591.0,15.2,31613.0,1,0,0.494,20.3,62.7,0
63858.0,0.212,660.0,4.9,11714.0,0,1,0.416,57.9,60.4,1
91699.0,0.198,586.0,8.4,15710.0,0,1,0.336,45.5,57.6,1
58090.0,0.427,646.0,6.9,37811.0,1,0,0.832,4.8,54.8,0
77646.0,0.345,782.0,14.8,7185.0,1,0,0.413,85.9,30.6,1
108929.0,0.267,676.0,9.8,26300.0,0,1,0.251,57.4,83.0,1
49775.0,0.216,610.0,9.0,21116.0,1,0,0.781,53.4,78.5,0
109896.0,0.36,674.0,5.2,25445.0,1,0,0.776,72.1,89.9,1
93563.0,0.377,694.0,9.0,15402.0,0,1,0.516,17.4,54.4,1
100813.0,0.401,787.0,7.7,1000.0,0,1,0.812,24.2,67.7,1
87946.0,0.348,573.0,0.0,25343.0,0,0,0.584,7.9,58.2,1
83246.0,0.178,772.0,0.0,6323.0,1,0,0.631,53.4,71.7,1
71102.0,0.165,696.0,4.9,30657.0,1,0,0.478,40.7,73.3,0
46743.0,0.314,752.0,2.9,25468.0,0,0,0.495,39.4,31.6,1
91285.0,0.315,536.0,6.8,29124.0,1,0,0.419,76.3,59.3,1
91502.0,0.331,694.0,9.1,41653.0,1,0,0.526,47.9,55.3,1
65986.0,0.253,708.0,9.1,36715.0,0,1,0.629,13.2,47.9,1
28067.0,0.379,651.0,0.0,22335.0,0,1,0.834,7.4,50.4,0
77036.0,0.413,609.0,7.7,7829.0,0,1,0.659,22.7,75.4,1
116161.0,0.341,644.0,14.3,1000.0,1,0,0.615,85.0,49.4,1
62995.0,0.487,738.0,11.1,21606.0,0,1,0.306,44.6,54.1,1
30413.0,0.235,550.0,0.6,3166.0,0,0,0.646,72.8,78.7,1
39914.0,0.285,531.0,13.8,17748.0,1,0,0.809,35.1,34.2,0
68841.0,0.254,564.0,12.3,34589.0,0,1,0.61,60.6,77.2,1
54401.0,0.165,638.0,9.6,2924.0,1,0,0.417,45.1,64.9,1
52060.0,0.331,774.0,3.5,14657.0,1,0,0.697,64.6,60.1,1
71373.0,0.2,568.0,10.0,1000.0,0,1,0.73,58.4,48.0,1
53068.0,0.388,792.0,16.8,12384.0,1,0,0.51,8.5,77.2,1
118494.0,0.342,744.0,7.5,11254.0,1,0,0.55,52.4,20.2,0
82690.0,0.315,671.0,0.0,28546.0,1,0,0.706,49.0,61.3,0
70331.0,0.191,557.0,1.2,20680.0,0,1,0.313,55.9,72.8,1
63076.0,0.348,714.0,4.0,5964.0,1,0,0.382,66.0,77.5,1
60274.0,0.395,701.0,7.2,1000.0,0,1,0.433,42.2,54.9,1
67641.0,0.346,750.0,8.8,27966.0,0,1,0.673,18.0,30.9,1
86200.0,0.216,663.0,6.0,21293.0,1,0,0.655,53.8,54.9,1
80255.0,0.459,728.0,0.6,19189.0,0,0,0.859,11.9,39.7,1
73286.0,0.434,579.0,8.9,22616.0,0,0,0.546,61.8,56.2,0
85225.0,0.458,624.0,2.9,31387.0,1,0,0.615,38.6,57.4,0
61169.0,0.504,688.0,7.1,9083.0,1,0,0.509,87.2,49.3,1
78947.0,0.44,639.0,6.8,16132.0,1,0,0.533,31.6,66.0,1
31860.0,0.458,820.0,6.0,21185.0,0,0,0.316,75.3,55.4,1
71446.0,0.212,778.0,3.5,24172.0,1,0,0.519,51.9,35.5,1
91170.0,0.277,677.0,14.7,25563.0,0,1,0.525,34.0,100.0,1
68773.0,0.298,754.0,3.2,6095.0,1,0,0.734,36.7,86.6,1
65141.0,0.085,595.0,6.0,34890.0,1,0,0.743,36.8,53.6,1
36753.0,0.206,675.0,4.8,24199.0,1,0,0.505,85.4,55.8,1
93100.0,0.322,643.0,1.5,10592.0,0,1,0.693,51.1,43.4,1
54091.0,0.405,732.0,4.8,21559.0,0,1,0.624,51.1,73.9,1
127236.0,0.289,643.0,1.8,22548.0,1,0,0.616,43.4,84.1,1
37618.0,0.262,675.0,0.0,14390.0,0,1,0.351,76.7,47.6,1
81716.0,0.283,786.0,10.1,26901.0,1,0,0.61,52.7,64.4,1
68191.0,0.296,656.0,5.9,9349.0,0,1,0.262,48.5,20.9,1
41870.0,0.359,651.0,6.0,19062.0,1,0,0.569,50.2,60.5,1
75270.0,0.274,720.0,13.3,10765.0,1,0,0.594,39.6,57.4,1
103713.0,0.27,669.0,3.0,14699.0,1,0,0.864,32.0,63.6,1
25346.0,0.277,486.0,10.2,39476.0,1,0,0.726,43.3,66.7,0
77698.0,0.123,779.0,10.7,1615.0,0,1,0.391,38.2,87.1,1
67804.0,0.329,657.0,2.9,12543.0,0,1,0.958,46.0,58.1,1
68861.0,0.394,733.0,5.2,10434.0,0,0,0.712,37.1,52.6,1
92056.0,0.306,622.0,5.1,30067.0,0,1,0.281,48.7,99.0,1
67013.0,0.297,600.0,9.2,44005.0,1,0,0.426,27.5,49.5,1
44655.0,0.331,679.0,12.5,24176.0,0,0,0.722,61.4,57.9,1
35227.0,0.377,700.0,8.9,37468.0,0,1,0.685,99.0,53.4,1
62111.0,0.302,798.0,9.9,22372.0,1,0,0.394,68.3,59.7,1
80057.0,0.262,623.0,6.8,18953.0,1,0,0.725,48.6,58.5,1
48364.0,0.349,561.0,8.9,16738.0,0,0,0.284,36.4,40.3,0
47589.0,0.275,688.0,7.3,23227.0,1,0,0.47,70.2,23.5,0
108771.0,0.388,751.0,2.0,6554.0,0,1,0.516,56.4,53.2,1
27970.0,0.336,756.0,9.4,22579.0,0,1,0.511,36.0,41.8,0
114571.0,0.33,645.0,1.6,25857.0,0,1,0.411,32.0,37.6,1
59444.0,0.237,694.0,16.4,14225.0,1,0,0.43,34.5,47.0,1
69406.0,0.382,576.0,16.1,35168.0,0,0,0.408,28.0,25.9,1
50240.0,0.496,625.0,0.0,12601.0,0,0,0.595,68.2,57.9,0
67106.0,0.238,557.0,0.0,5343.0,1,0,0.668,51.6,70.7,1
39331.0,0.394,730.0,8.4,13649.0,0,1,0.745,64.3,90.1,1
92249.0,0.427,639.0,6.1,29810.0,0,1,0.276,36.5,45.6,0
89391.0,0.238,624.0,0.0,8692.0,1,0,0.414,42.5,80.5,1
62321.0,0.299,723.0,6.3,31182.0,1,0,0.56,38.6,100.0,1
96042.0,0.296,638.0,5.6,19490.0,0,0,0.539,39.6,40.3,1
83077.0,0.419,596.0,0.6,33485.0,1,0,0.259,60.6,40.7,0
51305.0,0.37,710.0,19.4,14504.0,0,0,0.707,65.5,33.0,1
48742.0,0.427,617.0,12.0,1000.0,0,1,0.755,83.2,54.2,1
70014.0,0.28,621.0,7.8,5864.0,0,1,0.49,43.9,65.6,0
64863.0,0.483,769.0,6.1,34283.0,0,1,0.661,100.0,31.0,1
63484.0,0.498,730.0,0.4,21645.0,0,1,0.77,16.9,70.6,1
114201.0,0.18,679.0,2.9,23922.0,1,0,0.506,52.1,28.9,1
40128.0,0.15,698.0,9.9,8714.0,1,0,0.556,48.7,62.9,1
88487.0,0.209,692.0,7.3,27126.0,1,0,0.624,59.6,78.9,1
55596.0,0.354,686.0,17.3,8207.0,0,1,0.608,66.0,33.0,1
63221.0,0.26,603.0,2.8,21747.0,0,1,0.785,74.8,62.5,1
33802.0,0.291,669.0,4.4,13395.0,0,1,0.755,43.9,31.9,1
91999.0,0.394,617.0,7.9,29559.0,0,0,0.256,62.5,49.9,0
82734.0,0.233,774.0,17.1,12106.0,0,0,0.46,33.3,25.3,1
44568.0,0.252,595.0,0.0,11520.0,0,0,0.533,70.0,65.3,0
93181.0,0.301,610.0,15.6,26853.0,1,0,0.696,82.9,44.1,1
70854.0,0.243,682.0,1.0,26457.0,0,1,0.386,33.9,68.9,1
44610.0,0.145,718.0,5.9,43047.0,1,0,0.506,52.6,30.4,1
53003.0,0.312,639.0,13.9,10556.0,1,0,0.713,65.0,43.5,1
18661.0,0.533,810.0,0.1,17560.0,0,0,0.495,84.1,20.6,1
48893.0,0.379,505.0,6.4,24720.0,0,1,0.463,40.6,85.4,1
67936.0,0.429,596.0,2.6,22575.0,1,0,0.704,21.0,44.7,0
21900.0,0.311,670.0,0.0,20871.0,0,0,0.27,54.9,90.5,1
57601.0,0.249,739.0,8.7,30773.0,1,0,0.043,0.1,78.7,1
139754.0,0.211,773.0,10.2,18964.0,1,0,0.454,42.0,50.9,1
70963.0,0.427,687.0,7.1,32414.0,1,0,0.608,32.0,56.3,0
53265.0,0.438,647.0,0.0,33874.0,0,1,0.66,24.0,38.4,1
49367.0,0.644,668.0,11.9,35821.0,0,0,0.503,75.0,54.8,1
123980.0,0.159,626.0,4.3,30298.0,1,0,0.468,53.6,61.1,0
50076.0,0.418,806.0,1.8,15709.0,0,0,0.685,30.6,30.0,1
65883.0,0.498,758.0,7.1,32137.0,0,0,0.135,32.4,60.6,0
39103.0,0.417,624.0,6.7,14256.0,1,0,0.652,97.5,32.5,1
45463.0,0.422,688.0,2.5,1000.0,0,0,0.454,60.3,96.0,1
66713.0,0.396,723.0,8.2,7870.0,0,1,0.564,9.8,46.9,1
106325.0,0.191,777.0,17.5,36938.0,1,0,0.845,58.8,44.8,1
130518.0,0.523,652.0,2.9,32298.0,1,0,0.573,23.5,71.5,0
88337.0,0.264,773.0,12.8,16223.0,1,0,0.347,56.4,73.2,0
94456.0,0.393,611.0,11.4,33740.0,1,0,0.349,29.0,43.3,0
58872.0,0.387,752.0,6.8,39679.0,0,0,0.684,70.0,72.4,0
75024.0,0.356,694.0,0.0,6993.0,1,0,0.593,29.6,49.6,0
98967.0,0.306,778.0,5.7,11393.0,0,0,0.501,83.1,72.8,1
101024.0,0.502,642.0,4.7,20433.0,0,0,0.407,87.2,40.2,0
40915.0,0.342,736.0,8.2,22813.0,0,1,0.521,0.0,55.4,0
51892.0,0.177,616.0,12.4,1313.0,1,0,0.702,11.5,49.7,1
44076.0,0.306,780.0,6.5,7727.0,0,1,0.201,60.3,55.4,1
85391.0,0.269,820.0,9.2,13918.0,0,0,0.733,57.5,30.6,1
